,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
255,2020-12-30,Pfizer/BioNTech,20-29,15,9,17,7,0,0,0,0,24,0,Sicilia,24
256,2020-12-30,Pfizer/BioNTech,30-39,24,25,49,0,0,0,0,0,49,0,Sicilia,49
257,2020-12-30,Pfizer/BioNTech,40-49,21,17,34,4,0,0,0,0,38,0,Sicilia,38
258,2020-12-30,Pfizer/BioNTech,50-59,25,10,31,4,0,0,0,0,35,0,Sicilia,35
259,2020-12-30,Pfizer/BioNTech,60-69,16,11,25,2,0,0,0,0,27,0,Sicilia,27
260,2020-12-30,Pfizer/BioNTech,16-19,2,0,0,0,2,0,0,0,2,0,Toscana,2
261,2020-12-30,Pfizer/BioNTech,20-29,9,3,4,0,8,0,0,0,12,0,Toscana,12
262,2020-12-30,Pfizer/BioNTech,30-39,7,9,5,2,9,0,0,0,16,0,Toscana,16
263,2020-12-30,Pfizer/BioNTech,40-49,5,17,6,3,13,0,0,0,22,0,Toscana,22
264,2020-12-30,Pfizer/BioNTech,50-59,15,20,16,3,16,0,0,0,35,0,Toscana,35
265,2020-12-30,Pfizer/BioNTech,60-69,11,9,2,2,16,0,0,0,20,0,Toscana,20
266,2020-12-30,Pfizer/BioNTech,70-79,20,16,1,0,35,0,0,0,36,0,Toscana,36
267,2020-12-30,Pfizer/BioNTech,80-89,24,84,0,0,108,0,0,0,108,0,Toscana,108
268,2020-12-30,Pfizer/BioNTech,90+,11,65,0,0,76,0,0,0,76,0,Toscana,76
269,2020-12-30,Pfizer/BioNTech,20-29,14,38,44,8,0,0,0,0,52,0,Veneto,52
270,2020-12-30,Pfizer/BioNTech,30-39,46,76,118,4,0,0,0,0,122,0,Veneto,122
271,2020-12-30,Pfizer/BioNTech,40-49,57,144,183,18,0,0,0,0,201,0,Veneto,201
272,2020-12-30,Pfizer/BioNTech,50-59,66,150,193,23,0,0,0,0,216,0,Veneto,216
273,2020-12-30,Pfizer/BioNTech,60-69,46,27,60,9,4,0,0,0,73,0,Veneto,73
274,2020-12-30,Pfizer/BioNTech,70-79,4,4,0,0,8,0,0,0,8,0,Veneto,8
275,2020-12-30,Pfizer/BioNTech,80-89,10,10,0,0,20,0,0,0,20,0,Veneto,20
276,2020-12-30,Pfizer/BioNTech,90+,2,5,0,0,7,0,0,0,7,0,Veneto,7
277,2020-12-31,Pfizer/BioNTech,16-19,1,0,0,1,0,0,0,0,1,0,Campania,1
278,2020-12-31,Pfizer/BioNTech,20-29,48,78,111,15,0,0,0,0,126,0,Campania,126
279,2020-12-31,Pfizer/BioNTech,30-39,127,147,229,45,0,0,0,0,274,0,Campania,274
280,2020-12-31,Pfizer/BioNTech,40-49,171,182,316,37,0,0,0,0,353,0,Campania,353
281,2020-12-31,Pfizer/BioNTech,50-59,231,191,359,62,1,0,0,0,422,0,Campania,422
282,2020-12-31,Pfizer/BioNTech,60-69,229,79,254,54,0,0,0,0,308,0,Campania,308
283,2020-12-31,Pfizer/BioNTech,70-79,3,2,3,2,0,0,0,0,5,0,Campania,5
284,2020-12-31,Pfizer/BioNTech,80-89,1,0,1,0,0,0,0,0,1,0,Campania,1
285,2020-12-31,Pfizer/BioNTech,20-29,67,173,220,19,1,0,0,0,240,0,Emilia-Romagna,240
286,2020-12-31,Pfizer/BioNTech,30-39,173,227,372,27,1,0,0,0,400,0,Emilia-Romagna,400
287,2020-12-31,Pfizer/BioNTech,40-49,149,309,389,64,5,0,0,0,458,0,Emilia-Romagna,458
288,2020-12-31,Pfizer/BioNTech,50-59,145,354,442,50,7,0,0,0,499,0,Emilia-Romagna,499
289,2020-12-31,Pfizer/BioNTech,60-69,182,113,246,23,26,0,0,0,295,0,Emilia-Romagna,295
290,2020-12-31,Pfizer/BioNTech,70-79,21,33,5,6,43,0,0,0,54,0,Emilia-Romagna,54
291,2020-12-31,Pfizer/BioNTech,80-89,24,119,1,8,134,0,0,0,143,0,Emilia-Romagna,143
292,2020-12-31,Pfizer/BioNTech,90+,15,100,0,5,110,0,0,0,115,0,Emilia-Romagna,115
293,2020-12-31,Pfizer/BioNTech,20-29,38,84,117,5,0,0,0,0,122,0,Friuli-Venezia Giulia,122
294,2020-12-31,Pfizer/BioNTech,30-39,89,132,216,5,0,0,0,0,221,0,Friuli-Venezia Giulia,221
295,2020-12-31,Pfizer/BioNTech,40-49,73,179,238,14,0,0,0,0,252,0,Friuli-Venezia Giulia,252
296,2020-12-31,Pfizer/BioNTech,50-59,83,210,280,13,0,0,0,0,293,0,Friuli-Venezia Giulia,293
297,2020-12-31,Pfizer/BioNTech,60-69,84,62,142,4,0,0,0,0,146,0,Friuli-Venezia Giulia,146
298,2020-12-31,Pfizer/BioNTech,70-79,15,2,16,1,0,0,0,0,17,0,Friuli-Venezia Giulia,17
299,2020-12-31,Pfizer/BioNTech,80-89,1,0,1,0,0,0,0,0,1,0,Friuli-Venezia Giulia,1
300,2020-12-31,Pfizer/BioNTech,90+,1,0,1,0,0,0,0,0,1,0,Friuli-Venezia Giulia,1
301,2020-12-31,Pfizer/BioNTech,20-29,133,284,415,1,1,0,0,0,417,0,Lazio,417
302,2020-12-31,Pfizer/BioNTech,30-39,393,551,941,0,3,0,0,0,944,0,Lazio,944
303,2020-12-31,Pfizer/BioNTech,40-49,407,860,1251,4,12,0,0,0,1267,0,Lazio,1267
304,2020-12-31,Pfizer/BioNTech,50-59,556,946,1479,4,19,0,0,0,1502,0,Lazio,1502
305,2020-12-31,Pfizer/BioNTech,60-69,544,315,823,3,33,0,0,0,859,0,Lazio,859
306,2020-12-31,Pfizer/BioNTech,70-79,29,32,16,0,45,0,0,0,61,0,Lazio,61
307,2020-12-31,Pfizer/BioNTech,80-89,27,79,2,0,104,0,0,0,106,0,Lazio,106
308,2020-12-31,Pfizer/BioNTech,90+,6,56,0,0,62,0,0,0,62,0,Lazio,62
309,2020-12-31,Pfizer/BioNTech,20-29,20,51,67,4,0,0,0,0,71,0,Liguria,71
310,2020-12-31,Pfizer/BioNTech,30-39,51,67,114,4,0,0,0,0,118,0,Liguria,118
311,2020-12-31,Pfizer/BioNTech,40-49,39,128,154,12,1,0,0,0,167,0,Liguria,167
312,2020-12-31,Pfizer/BioNTech,50-59,104,214,290,18,10,0,0,0,318,0,Liguria,318
313,2020-12-31,Pfizer/BioNTech,60-69,93,49,119,7,16,0,0,0,142,0,Liguria,142
314,2020-12-31,Pfizer/BioNTech,70-79,24,24,6,10,32,0,0,0,48,0,Liguria,48
315,2020-12-31,Pfizer/BioNTech,80-89,15,58,0,0,55,18,0,0,73,0,Liguria,73
316,2020-12-31,Pfizer/BioNTech,90+,8,43,0,0,41,10,0,0,51,0,Liguria,51
317,2020-12-31,Pfizer/BioNTech,20-29,22,37,57,2,0,0,0,0,59,0,Lombardia,59
318,2020-12-31,Pfizer/BioNTech,30-39,75,84,153,6,0,0,0,0,159,0,Lombardia,159
319,2020-12-31,Pfizer/BioNTech,40-49,56,102,146,12,0,0,0,0,158,0,Lombardia,158
320,2020-12-31,Pfizer/BioNTech,50-59,88,160,222,26,0,0,0,0,248,0,Lombardia,248
321,2020-12-31,Pfizer/BioNTech,60-69,58,30,78,10,0,0,0,0,88,0,Lombardia,88
322,2020-12-31,Pfizer/BioNTech,70-79,1,0,1,0,0,0,0,0,1,0,Lombardia,1
323,2020-12-31,Pfizer/BioNTech,20-29,6,8,14,0,0,0,0,0,14,0,Marche,14
324,2020-12-31,Pfizer/BioNTech,30-39,35,42,76,1,0,0,0,0,77,0,Marche,77
325,2020-12-31,Pfizer/BioNTech,40-49,42,63,105,0,0,0,0,0,105,0,Marche,105
326,2020-12-31,Pfizer/BioNTech,50-59,39,58,93,4,0,0,0,0,97,0,Marche,97
327,2020-12-31,Pfizer/BioNTech,60-69,56,34,82,8,0,0,0,0,90,0,Marche,90
344,2020-12-31,Pfizer/BioNTech,16-19,0,3,3,0,0,0,0,0,3,0,Piemonte,3
345,2020-12-31,Pfizer/BioNTech,20-29,117,248,353,12,0,0,0,0,365,0,Piemonte,365
346,2020-12-31,Pfizer/BioNTech,30-39,250,392,616,26,0,0,0,0,642,0,Piemonte,642
347,2020-12-31,Pfizer/BioNTech,40-49,262,690,885,67,0,0,0,0,952,0,Piemonte,952
348,2020-12-31,Pfizer/BioNTech,50-59,393,927,1125,195,0,0,0,0,1320,0,Piemonte,1320
349,2020-12-31,Pfizer/BioNTech,60-69,264,228,420,60,12,0,0,0,492,0,Piemonte,492
350,2020-12-31,Pfizer/BioNTech,70-79,20,16,7,0,29,0,0,0,36,0,Piemonte,36
351,2020-12-31,Pfizer/BioNTech,80-89,22,35,4,0,53,0,0,0,57,0,Piemonte,57
352,2020-12-31,Pfizer/BioNTech,90+,4,36,0,0,40,0,0,0,40,0,Piemonte,40
328,2020-12-31,Pfizer/BioNTech,16-19,8,5,0,13,0,0,0,0,13,0,Provincia Autonoma Bolzano / Bozen,13
329,2020-12-31,Pfizer/BioNTech,20-29,65,50,35,80,0,0,0,0,115,0,Provincia Autonoma Bolzano / Bozen,115
330,2020-12-31,Pfizer/BioNTech,30-39,87,61,75,73,0,0,0,0,148,0,Provincia Autonoma Bolzano / Bozen,148
331,2020-12-31,Pfizer/BioNTech,40-49,109,93,112,90,0,0,0,0,202,0,Provincia Autonoma Bolzano / Bozen,202
332,2020-12-31,Pfizer/BioNTech,50-59,136,125,153,108,0,0,0,0,261,0,Provincia Autonoma Bolzano / Bozen,261
333,2020-12-31,Pfizer/BioNTech,60-69,68,25,44,49,0,0,0,0,93,0,Provincia Autonoma Bolzano / Bozen,93
334,2020-12-31,Pfizer/BioNTech,70-79,12,2,4,10,0,0,0,0,14,0,Provincia Autonoma Bolzano / Bozen,14
335,2020-12-31,Pfizer/BioNTech,16-19,0,1,1,0,0,0,0,0,1,0,Provincia Autonoma Trento,1
336,2020-12-31,Pfizer/BioNTech,20-29,27,76,99,4,0,0,0,0,103,0,Provincia Autonoma Trento,103
337,2020-12-31,Pfizer/BioNTech,30-39,57,105,153,8,1,0,0,0,162,0,Provincia Autonoma Trento,162
338,2020-12-31,Pfizer/BioNTech,40-49,48,193,211,26,4,0,0,0,241,0,Provincia Autonoma Trento,241
339,2020-12-31,Pfizer/BioNTech,50-59,83,242,247,58,20,0,0,0,325,0,Provincia Autonoma Trento,325
340,2020-12-31,Pfizer/BioNTech,60-69,71,77,94,9,45,0,0,0,148,0,Provincia Autonoma Trento,148
341,2020-12-31,Pfizer/BioNTech,70-79,60,72,12,1,119,0,0,0,132,0,Provincia Autonoma Trento,132
342,2020-12-31,Pfizer/BioNTech,80-89,73,203,2,0,274,0,0,0,276,0,Provincia Autonoma Trento,276
343,2020-12-31,Pfizer/BioNTech,90+,21,189,0,3,207,0,0,0,210,0,Provincia Autonoma Trento,210
353,2020-12-31,Pfizer/BioNTech,16-19,1,0,0,1,0,0,0,0,1,0,Puglia,1
354,2020-12-31,Pfizer/BioNTech,20-29,71,132,201,2,0,0,0,0,203,0,Puglia,203
355,2020-12-31,Pfizer/BioNTech,30-39,165,195,354,4,0,0,0,2,360,0,Puglia,360
356,2020-12-31,Pfizer/BioNTech,40-49,190,230,410,9,1,0,0,0,420,0,Puglia,420
357,2020-12-31,Pfizer/BioNTech,50-59,212,198,392,14,3,0,0,1,410,0,Puglia,410
358,2020-12-31,Pfizer/BioNTech,60-69,130,66,188,7,1,0,0,0,196,0,Puglia,196
359,2020-12-31,Pfizer/BioNTech,70-79,5,10,4,1,10,0,0,0,15,0,Puglia,15
360,2020-12-31,Pfizer/BioNTech,80-89,8,11,0,0,19,0,0,0,19,0,Puglia,19
361,2020-12-31,Pfizer/BioNTech,90+,0,10,0,0,10,0,0,0,10,0,Puglia,10
362,2020-12-31,Pfizer/BioNTech,30-39,1,2,3,0,0,0,0,0,3,0,Sardegna,3
363,2020-12-31,Pfizer/BioNTech,40-49,2,3,4,1,0,0,0,0,5,0,Sardegna,5
364,2020-12-31,Pfizer/BioNTech,50-59,6,10,13,3,0,0,0,0,16,0,Sardegna,16
365,2020-12-31,Pfizer/BioNTech,60-69,6,1,7,0,0,0,0,0,7,0,Sardegna,7
366,2020-12-31,Pfizer/BioNTech,70-79,1,0,1,0,0,0,0,0,1,0,Sardegna,1
367,2020-12-31,Pfizer/BioNTech,16-19,2,0,0,2,0,0,0,0,2,0,Sicilia,2
368,2020-12-31,Pfizer/BioNTech,20-29,63,79,139,3,0,0,0,0,142,0,Sicilia,142
369,2020-12-31,Pfizer/BioNTech,30-39,78,84,150,12,0,0,0,0,162,0,Sicilia,162
370,2020-12-31,Pfizer/BioNTech,40-49,101,101,193,9,0,0,0,0,202,0,Sicilia,202
371,2020-12-31,Pfizer/BioNTech,50-59,128,97,208,17,0,0,0,0,225,0,Sicilia,225
372,2020-12-31,Pfizer/BioNTech,60-69,91,47,131,7,0,0,0,0,138,0,Sicilia,138
373,2020-12-31,Pfizer/BioNTech,70-79,6,0,6,0,0,0,0,0,6,0,Sicilia,6
374,2020-12-31,Pfizer/BioNTech,20-29,5,12,13,4,0,0,0,0,17,0,Toscana,17
375,2020-12-31,Pfizer/BioNTech,30-39,11,16,22,2,3,0,0,0,27,0,Toscana,27
376,2020-12-31,Pfizer/BioNTech,40-49,8,25,23,1,9,0,0,0,33,0,Toscana,33
377,2020-12-31,Pfizer/BioNTech,50-59,19,40,23,2,34,0,0,0,59,0,Toscana,59
378,2020-12-31,Pfizer/BioNTech,60-69,25,47,14,0,58,0,0,0,72,0,Toscana,72
379,2020-12-31,Pfizer/BioNTech,70-79,48,87,0,1,134,0,0,0,135,0,Toscana,135
380,2020-12-31,Pfizer/BioNTech,80-89,60,198,2,0,256,0,0,0,258,0,Toscana,258
381,2020-12-31,Pfizer/BioNTech,90+,26,178,0,0,204,0,0,0,204,0,Toscana,204
382,2020-12-31,Pfizer/BioNTech,20-29,9,17,26,0,0,0,0,0,26,0,Umbria,26
383,2020-12-31,Pfizer/BioNTech,30-39,25,35,58,2,0,0,0,0,60,0,Umbria,60
384,2020-12-31,Pfizer/BioNTech,40-49,29,64,90,3,0,0,0,0,93,0,Umbria,93
385,2020-12-31,Pfizer/BioNTech,50-59,34,66,95,5,0,0,0,0,100,0,Umbria,100
386,2020-12-31,Pfizer/BioNTech,60-69,30,13,41,2,0,0,0,0,43,0,Umbria,43
387,2020-12-31,Pfizer/BioNTech,20-29,0,1,1,0,0,0,0,0,1,0,Valle d'Aosta / Vallée d'Aoste,1
388,2020-12-31,Pfizer/BioNTech,30-39,0,2,1,1,0,0,0,0,2,0,Valle d'Aosta / Vallée d'Aoste,2
389,2020-12-31,Pfizer/BioNTech,40-49,1,2,3,0,0,0,0,0,3,0,Valle d'Aosta / Vallée d'Aoste,3
390,2020-12-31,Pfizer/BioNTech,50-59,3,7,9,1,0,0,0,0,10,0,Valle d'Aosta / Vallée d'Aoste,10
391,2020-12-31,Pfizer/BioNTech,60-69,0,2,2,0,0,0,0,0,2,0,Valle d'Aosta / Vallée d'Aoste,2
392,2020-12-31,Pfizer/BioNTech,16-19,1,0,0,1,0,0,0,0,1,0,Veneto,1
393,2020-12-31,Pfizer/BioNTech,20-29,93,255,297,50,1,0,0,0,348,0,Veneto,348
394,2020-12-31,Pfizer/BioNTech,30-39,186,315,469,32,0,0,0,0,501,0,Veneto,501
395,2020-12-31,Pfizer/BioNTech,40-49,201,562,708,54,1,0,0,0,763,0,Veneto,763
396,2020-12-31,Pfizer/BioNTech,50-59,279,689,870,92,4,0,0,2,968,0,Veneto,968
397,2020-12-31,Pfizer/BioNTech,60-69,234,162,349,36,11,0,0,0,396,0,Veneto,396
398,2020-12-31,Pfizer/BioNTech,70-79,18,27,5,0,40,0,0,0,45,0,Veneto,45
399,2020-12-31,Pfizer/BioNTech,80-89,25,74,2,0,97,0,0,0,99,0,Veneto,99
400,2020-12-31,Pfizer/BioNTech,90+,6,92,0,0,98,0,0,0,98,0,Veneto,98
401,2021-01-01,Pfizer/BioNTech,20-29,27,49,70,6,0,0,0,0,76,0,Campania,76
402,2021-01-01,Pfizer/BioNTech,30-39,92,97,170,19,0,0,0,0,189,0,Campania,189
403,2021-01-01,Pfizer/BioNTech,40-49,102,110,198,14,0,0,0,0,212,0,Campania,212
404,2021-01-01,Pfizer/BioNTech,50-59,156,114,242,28,0,0,0,0,270,0,Campania,270
405,2021-01-01,Pfizer/BioNTech,60-69,129,43,151,21,0,0,0,0,172,0,Campania,172
406,2021-01-01,Pfizer/BioNTech,16-19,0,2,1,0,1,0,0,0,2,0,Lazio,2
407,2021-01-01,Pfizer/BioNTech,20-29,55,204,258,0,1,0,0,0,259,0,Lazio,259
408,2021-01-01,Pfizer/BioNTech,30-39,228,361,588,0,1,0,0,0,589,0,Lazio,589
409,2021-01-01,Pfizer/BioNTech,40-49,266,561,818,0,9,0,0,0,827,0,Lazio,827
410,2021-01-01,Pfizer/BioNTech,50-59,436,676,1099,1,12,0,0,0,1112,0,Lazio,1112
411,2021-01-01,Pfizer/BioNTech,60-69,348,336,674,0,10,0,0,0,684,0,Lazio,684
412,2021-01-01,Pfizer/BioNTech,70-79,38,18,41,1,14,0,0,0,56,0,Lazio,56
413,2021-01-01,Pfizer/BioNTech,80-89,7,10,3,0,14,0,0,0,17,0,Lazio,17
414,2021-01-01,Pfizer/BioNTech,90+,3,4,1,0,6,0,0,0,7,0,Lazio,7
415,2021-01-01,Pfizer/BioNTech,20-29,5,9,14,0,0,0,0,0,14,0,Liguria,14
416,2021-01-01,Pfizer/BioNTech,30-39,9,12,20,1,0,0,0,0,21,0,Liguria,21
417,2021-01-01,Pfizer/BioNTech,40-49,14,16,29,1,0,0,0,0,30,0,Liguria,30
418,2021-01-01,Pfizer/BioNTech,50-59,17,44,60,1,0,0,0,0,61,0,Liguria,61
419,2021-01-01,Pfizer/BioNTech,60-69,10,8,16,2,0,0,0,0,18,0,Liguria,18
420,2021-01-01,Pfizer/BioNTech,20-29,0,1,1,0,0,0,0,0,1,0,Lombardia,1
421,2021-01-01,Pfizer/BioNTech,30-39,2,4,6,0,0,0,0,0,6,0,Lombardia,6
422,2021-01-01,Pfizer/BioNTech,40-49,0,6,6,0,0,0,0,0,6,0,Lombardia,6
423,2021-01-01,Pfizer/BioNTech,50-59,3,5,8,0,0,0,0,0,8,0,Lombardia,8
424,2021-01-01,Pfizer/BioNTech,60-69,1,1,2,0,0,0,0,0,2,0,Lombardia,2
425,2021-01-01,Pfizer/BioNTech,70-79,1,0,1,0,0,0,0,0,1,0,Lombardia,1
435,2021-01-01,Pfizer/BioNTech,20-29,34,67,99,2,0,0,0,0,101,0,Piemonte,101
436,2021-01-01,Pfizer/BioNTech,30-39,80,109,177,12,0,0,0,0,189,0,Piemonte,189
437,2021-01-01,Pfizer/BioNTech,40-49,80,136,201,15,0,0,0,0,216,0,Piemonte,216
438,2021-01-01,Pfizer/BioNTech,50-59,112,256,308,60,0,0,0,0,368,0,Piemonte,368
439,2021-01-01,Pfizer/BioNTech,60-69,84,74,132,26,0,0,0,0,158,0,Piemonte,158
440,2021-01-01,Pfizer/BioNTech,70-79,5,1,5,1,0,0,0,0,6,0,Piemonte,6
426,2021-01-01,Pfizer/BioNTech,50-59,1,0,1,0,0,0,0,0,1,0,Provincia Autonoma Bolzano / Bozen,1
427,2021-01-01,Pfizer/BioNTech,20-29,3,4,7,0,0,0,0,0,7,0,Provincia Autonoma Trento,7
428,2021-01-01,Pfizer/BioNTech,30-39,6,10,14,1,1,0,0,0,16,0,Provincia Autonoma Trento,16
429,2021-01-01,Pfizer/BioNTech,40-49,7,38,43,2,0,0,0,0,45,0,Provincia Autonoma Trento,45
430,2021-01-01,Pfizer/BioNTech,50-59,6,31,33,4,0,0,0,0,37,0,Provincia Autonoma Trento,37
431,2021-01-01,Pfizer/BioNTech,60-69,9,15,12,4,8,0,0,0,24,0,Provincia Autonoma Trento,24
432,2021-01-01,Pfizer/BioNTech,70-79,4,6,0,0,10,0,0,0,10,0,Provincia Autonoma Trento,10
433,2021-01-01,Pfizer/BioNTech,80-89,10,25,0,0,35,0,0,0,35,0,Provincia Autonoma Trento,35
434,2021-01-01,Pfizer/BioNTech,90+,3,29,0,0,32,0,0,0,32,0,Provincia Autonoma Trento,32
441,2021-01-01,Pfizer/BioNTech,20-29,4,14,18,0,0,0,0,0,18,0,Puglia,18
442,2021-01-01,Pfizer/BioNTech,30-39,16,23,38,1,0,0,0,0,39,0,Puglia,39
443,2021-01-01,Pfizer/BioNTech,40-49,10,26,36,0,0,0,0,0,36,0,Puglia,36
444,2021-01-01,Pfizer/BioNTech,50-59,17,14,31,0,0,0,0,0,31,0,Puglia,31
445,2021-01-01,Pfizer/BioNTech,60-69,13,9,22,0,0,0,0,0,22,0,Puglia,22
446,2021-01-01,Pfizer/BioNTech,30-39,3,2,5,0,0,0,0,0,5,0,Sardegna,5
447,2021-01-01,Pfizer/BioNTech,40-49,2,4,6,0,0,0,0,0,6,0,Sardegna,6
448,2021-01-01,Pfizer/BioNTech,50-59,3,8,11,0,0,0,0,0,11,0,Sardegna,11
449,2021-01-01,Pfizer/BioNTech,60-69,8,0,8,0,0,0,0,0,8,0,Sardegna,8
450,2021-01-01,Pfizer/BioNTech,20-29,63,75,132,6,0,0,0,0,138,0,Sicilia,138
451,2021-01-01,Pfizer/BioNTech,30-39,81,85,153,13,0,0,0,0,166,0,Sicilia,166
452,2021-01-01,Pfizer/BioNTech,40-49,95,84,163,16,0,0,0,0,179,0,Sicilia,179
453,2021-01-01,Pfizer/BioNTech,50-59,100,91,168,23,0,0,0,0,191,0,Sicilia,191
454,2021-01-01,Pfizer/BioNTech,60-69,90,42,115,17,0,0,0,0,132,0,Sicilia,132
455,2021-01-01,Pfizer/BioNTech,70-79,8,1,9,0,0,0,0,0,9,0,Sicilia,9
456,2021-01-01,Pfizer/BioNTech,20-29,50,124,173,1,0,0,0,0,174,0,Toscana,174
457,2021-01-01,Pfizer/BioNTech,30-39,130,242,369,0,3,0,0,0,372,0,Toscana,372
458,2021-01-01,Pfizer/BioNTech,40-49,130,281,407,1,3,0,0,0,411,0,Toscana,411
459,2021-01-01,Pfizer/BioNTech,50-59,181,350,513,0,18,0,0,0,531,0,Toscana,531
460,2021-01-01,Pfizer/BioNTech,60-69,146,119,234,0,31,0,0,0,265,0,Toscana,265
461,2021-01-01,Pfizer/BioNTech,70-79,57,43,11,0,89,0,0,0,100,0,Toscana,100
462,2021-01-01,Pfizer/BioNTech,80-89,51,178,7,0,222,0,0,0,229,0,Toscana,229
463,2021-01-01,Pfizer/BioNTech,90+,41,245,2,0,284,0,0,0,286,0,Toscana,286
464,2021-01-01,Pfizer/BioNTech,20-29,5,6,10,1,0,0,0,0,11,0,Umbria,11
465,2021-01-01,Pfizer/BioNTech,30-39,31,38,69,0,0,0,0,0,69,0,Umbria,69
466,2021-01-01,Pfizer/BioNTech,40-49,31,53,84,0,0,0,0,0,84,0,Umbria,84
467,2021-01-01,Pfizer/BioNTech,50-59,20,53,73,0,0,0,0,0,73,0,Umbria,73
468,2021-01-01,Pfizer/BioNTech,60-69,15,17,32,0,0,0,0,0,32,0,Umbria,32
469,2021-01-01,Pfizer/BioNTech,20-29,33,92,123,2,0,0,0,0,125,0,Veneto,125
470,2021-01-01,Pfizer/BioNTech,30-39,114,192,294,12,0,0,0,0,306,0,Veneto,306
471,2021-01-01,Pfizer/BioNTech,40-49,103,286,384,5,0,0,0,0,389,0,Veneto,389
472,2021-01-01,Pfizer/BioNTech,50-59,131,391,515,7,0,0,0,0,522,0,Veneto,522
473,2021-01-01,Pfizer/BioNTech,60-69,87,94,176,4,1,0,0,0,181,0,Veneto,181
474,2021-01-01,Pfizer/BioNTech,70-79,2,0,2,0,0,0,0,0,2,0,Veneto,2
475,2021-01-02,Pfizer/BioNTech,20-29,13,49,62,0,0,0,0,0,62,0,Abruzzo,62
476,2021-01-02,Pfizer/BioNTech,30-39,51,74,124,1,0,0,0,0,125,0,Abruzzo,125
477,2021-01-02,Pfizer/BioNTech,40-49,49,87,132,4,0,0,0,0,136,0,Abruzzo,136
478,2021-01-02,Pfizer/BioNTech,50-59,48,84,130,2,0,0,0,0,132,0,Abruzzo,132
479,2021-01-02,Pfizer/BioNTech,60-69,56,36,91,1,0,0,0,0,92,0,Abruzzo,92
480,2021-01-02,Pfizer/BioNTech,80-89,1,0,1,0,0,0,0,0,1,0,Abruzzo,1
481,2021-01-02,Pfizer/BioNTech,20-29,17,37,51,3,0,0,0,0,54,0,Basilicata,54
482,2021-01-02,Pfizer/BioNTech,30-39,51,102,137,15,0,0,0,1,153,0,Basilicata,153
483,2021-01-02,Pfizer/BioNTech,40-49,101,164,242,22,0,0,0,1,265,0,Basilicata,265
484,2021-01-02,Pfizer/BioNTech,50-59,102,189,263,28,0,0,0,0,291,0,Basilicata,291
485,2021-01-02,Pfizer/BioNTech,60-69,108,77,162,22,0,0,0,1,185,0,Basilicata,185
486,2021-01-02,Pfizer/BioNTech,70-79,1,0,0,1,0,0,0,0,1,0,Basilicata,1
487,2021-01-02,Pfizer/BioNTech,20-29,3,5,8,0,0,0,0,0,8,0,Calabria,8
488,2021-01-02,Pfizer/BioNTech,30-39,9,10,19,0,0,0,0,0,19,0,Calabria,19
489,2021-01-02,Pfizer/BioNTech,40-49,12,23,35,0,0,0,0,0,35,0,Calabria,35
490,2021-01-02,Pfizer/BioNTech,50-59,24,29,53,0,0,0,0,0,53,0,Calabria,53
491,2021-01-02,Pfizer/BioNTech,60-69,46,4,50,0,0,0,0,0,50,0,Calabria,50
492,2021-01-02,Pfizer/BioNTech,16-19,0,1,1,0,0,0,0,0,1,0,Campania,1
493,2021-01-02,Pfizer/BioNTech,20-29,116,161,238,39,0,0,0,0,277,0,Campania,277
494,2021-01-02,Pfizer/BioNTech,30-39,323,312,531,104,0,0,0,0,635,0,Campania,635
495,2021-01-02,Pfizer/BioNTech,40-49,359,431,693,97,0,0,0,0,790,0,Campania,790
496,2021-01-02,Pfizer/BioNTech,50-59,540,483,898,125,0,0,0,0,1023,0,Campania,1023
497,2021-01-02,Pfizer/BioNTech,60-69,595,315,776,134,0,0,0,0,910,0,Campania,910
498,2021-01-02,Pfizer/BioNTech,70-79,28,8,28,8,0,0,0,0,36,0,Campania,36
499,2021-01-02,Pfizer/BioNTech,80-89,1,0,1,0,0,0,0,0,1,0,Campania,1
500,2021-01-02,Pfizer/BioNTech,90+,1,0,1,0,0,0,0,0,1,0,Campania,1
501,2021-01-02,Pfizer/BioNTech,16-19,2,0,1,1,0,0,0,0,2,0,Emilia-Romagna,2
502,2021-01-02,Pfizer/BioNTech,20-29,96,148,237,7,0,0,0,0,244,0,Emilia-Romagna,244
503,2021-01-02,Pfizer/BioNTech,30-39,229,268,489,8,0,0,0,0,497,0,Emilia-Romagna,497
504,2021-01-02,Pfizer/BioNTech,40-49,172,334,492,14,0,0,0,0,506,0,Emilia-Romagna,506
505,2021-01-02,Pfizer/BioNTech,50-59,181,391,538,32,2,0,0,0,572,0,Emilia-Romagna,572
506,2021-01-02,Pfizer/BioNTech,60-69,178,150,302,14,12,0,0,0,328,0,Emilia-Romagna,328
507,2021-01-02,Pfizer/BioNTech,70-79,16,24,11,0,29,0,0,0,40,0,Emilia-Romagna,40
508,2021-01-02,Pfizer/BioNTech,80-89,20,66,1,2,83,0,0,0,86,0,Emilia-Romagna,86
509,2021-01-02,Pfizer/BioNTech,90+,9,63,0,1,71,0,0,0,72,0,Emilia-Romagna,72
