,Data Somministrazione,Fornitore,Fascia Anagrafica,Sesso Maschile,Sesso Femminile,Categoria Operatori Sanitari Sociosanitari,Categoria Personale Non Sanitario,Categoria Ospiti Rsa,Categoria Over80,Categoria Forze Armate,Categoria Personale Scolastico,Prima Dose,Seconda Dose,Regione,Totale
16775,2021-03-06,Pfizer/BioNTech,90+,106,219,0,0,25,300,0,0,296,29,Abruzzo,325
16531,2021-03-06,AstraZeneca,20-29,5,8,3,0,0,0,5,5,13,0,Basilicata,13
16776,2021-03-06,Pfizer/BioNTech,20-29,10,24,24,10,0,0,0,0,3,31,Basilicata,34
16532,2021-03-06,AstraZeneca,30-39,27,32,6,1,0,0,25,27,59,0,Basilicata,59
16650,2021-03-06,Moderna,30-39,0,1,0,0,0,0,0,1,1,0,Basilicata,1
16777,2021-03-06,Pfizer/BioNTech,30-39,13,56,52,17,0,0,0,0,8,61,Basilicata,69
16533,2021-03-06,AstraZeneca,40-49,62,71,4,12,0,0,46,71,133,0,Basilicata,133
16651,2021-03-06,Moderna,40-49,0,1,0,0,0,0,0,1,1,0,Basilicata,1
16778,2021-03-06,Pfizer/BioNTech,40-49,23,80,72,29,1,0,0,1,9,94,Basilicata,103
16534,2021-03-06,AstraZeneca,50-59,111,106,5,11,0,0,101,100,217,0,Basilicata,217
16652,2021-03-06,Moderna,50-59,1,2,0,0,0,0,1,2,3,0,Basilicata,3
16779,2021-03-06,Pfizer/BioNTech,50-59,50,83,67,61,4,0,0,1,11,122,Basilicata,133
16535,2021-03-06,AstraZeneca,60-69,10,51,5,2,0,0,6,48,61,0,Basilicata,61
16653,2021-03-06,Moderna,60-69,1,1,0,0,0,0,0,2,2,0,Basilicata,2
16780,2021-03-06,Pfizer/BioNTech,60-69,34,41,43,25,6,0,1,0,4,71,Basilicata,75
16781,2021-03-06,Pfizer/BioNTech,70-79,20,6,14,2,10,0,0,0,1,25,Basilicata,26
16654,2021-03-06,Moderna,80-89,37,46,0,0,0,83,0,0,83,0,Basilicata,83
16782,2021-03-06,Pfizer/BioNTech,80-89,104,149,1,0,22,230,0,0,122,131,Basilicata,253
16655,2021-03-06,Moderna,90+,1,6,0,0,0,7,0,0,7,0,Basilicata,7
16783,2021-03-06,Pfizer/BioNTech,90+,25,52,0,0,14,63,0,0,18,59,Basilicata,77
16656,2021-03-06,Moderna,16-19,1,0,0,1,0,0,0,0,1,0,Calabria,1
16784,2021-03-06,Pfizer/BioNTech,16-19,3,4,1,6,0,0,0,0,7,0,Calabria,7
16536,2021-03-06,AstraZeneca,20-29,39,13,4,6,0,0,42,0,52,0,Calabria,52
16657,2021-03-06,Moderna,20-29,1,10,5,6,0,0,0,0,7,4,Calabria,11
16785,2021-03-06,Pfizer/BioNTech,20-29,51,90,89,50,0,0,1,1,74,67,Calabria,141
16537,2021-03-06,AstraZeneca,30-39,145,18,3,6,0,0,154,0,163,0,Calabria,163
16658,2021-03-06,Moderna,30-39,8,13,6,13,0,0,2,0,14,7,Calabria,21
16786,2021-03-06,Pfizer/BioNTech,30-39,106,147,152,95,1,0,1,4,112,141,Calabria,253
16538,2021-03-06,AstraZeneca,40-49,262,27,9,17,0,0,263,0,289,0,Calabria,289
16659,2021-03-06,Moderna,40-49,15,20,3,26,1,0,5,0,23,12,Calabria,35
16787,2021-03-06,Pfizer/BioNTech,40-49,122,183,158,145,1,0,1,0,162,143,Calabria,305
16539,2021-03-06,AstraZeneca,50-59,293,27,3,20,0,0,297,0,320,0,Calabria,320
16660,2021-03-06,Moderna,50-59,18,26,3,34,1,0,6,0,36,8,Calabria,44
16788,2021-03-06,Pfizer/BioNTech,50-59,153,193,119,222,0,0,4,1,235,111,Calabria,346
16540,2021-03-06,AstraZeneca,60-69,33,4,5,1,0,0,31,0,37,0,Calabria,37
16661,2021-03-06,Moderna,60-69,48,33,4,66,8,0,3,0,73,8,Calabria,81
16789,2021-03-06,Pfizer/BioNTech,60-69,237,200,96,338,1,0,2,0,343,94,Calabria,437
16541,2021-03-06,AstraZeneca,70-79,1,0,0,1,0,0,0,0,1,0,Calabria,1
16662,2021-03-06,Moderna,70-79,67,46,0,106,7,0,0,0,106,7,Calabria,113
16790,2021-03-06,Pfizer/BioNTech,70-79,262,175,30,395,12,0,0,0,402,35,Calabria,437
16542,2021-03-06,AstraZeneca,80-89,1,1,0,0,0,2,0,0,2,0,Calabria,2
16663,2021-03-06,Moderna,80-89,220,305,4,6,20,495,0,0,508,17,Calabria,525
16791,2021-03-06,Pfizer/BioNTech,80-89,1652,1892,6,275,582,2680,1,0,3462,82,Calabria,3544
16543,2021-03-06,AstraZeneca,90+,1,0,0,0,0,1,0,0,1,0,Calabria,1
16664,2021-03-06,Moderna,90+,36,57,0,4,6,83,0,0,88,5,Calabria,93
16792,2021-03-06,Pfizer/BioNTech,90+,278,408,1,33,118,534,0,0,672,14,Calabria,686
16544,2021-03-06,AstraZeneca,16-19,3,0,0,1,0,0,0,2,3,0,Campania,3
16665,2021-03-06,Moderna,16-19,1,0,0,0,1,0,0,0,0,1,Campania,1
16793,2021-03-06,Pfizer/BioNTech,16-19,5,1,0,6,0,0,0,0,3,3,Campania,6
16545,2021-03-06,AstraZeneca,20-29,108,221,1,92,0,0,47,189,329,0,Campania,329
16666,2021-03-06,Moderna,20-29,9,15,9,11,3,0,0,1,3,21,Campania,24
16794,2021-03-06,Pfizer/BioNTech,20-29,134,194,188,137,0,0,0,3,52,276,Campania,328
16546,2021-03-06,AstraZeneca,30-39,320,561,2,246,0,0,129,504,881,0,Campania,881
16667,2021-03-06,Moderna,30-39,22,31,12,37,4,0,0,0,0,53,Campania,53
16795,2021-03-06,Pfizer/BioNTech,30-39,154,242,201,187,0,0,2,6,86,310,Campania,396
16547,2021-03-06,AstraZeneca,40-49,619,1093,1,498,0,0,367,846,1712,0,Campania,1712
16668,2021-03-06,Moderna,40-49,36,29,15,36,14,0,0,0,8,57,Campania,65
16796,2021-03-06,Pfizer/BioNTech,40-49,164,254,187,221,0,0,3,7,56,362,Campania,418
16548,2021-03-06,AstraZeneca,50-59,876,1562,1,628,0,0,422,1387,2438,0,Campania,2438
16669,2021-03-06,Moderna,50-59,44,34,18,39,16,0,1,4,16,62,Campania,78
16797,2021-03-06,Pfizer/BioNTech,50-59,223,218,195,208,0,0,16,22,111,330,Campania,441
16549,2021-03-06,AstraZeneca,60-69,392,813,0,328,0,0,35,842,1205,0,Campania,1205
16670,2021-03-06,Moderna,60-69,40,31,15,31,22,0,0,3,16,55,Campania,71
16798,2021-03-06,Pfizer/BioNTech,60-69,215,173,85,232,2,0,5,64,109,279,Campania,388
16671,2021-03-06,Moderna,70-79,21,26,7,17,23,0,0,0,9,38,Campania,47
16799,2021-03-06,Pfizer/BioNTech,70-79,163,20,17,163,2,0,0,1,16,167,Campania,183
16672,2021-03-06,Moderna,80-89,46,110,0,0,48,108,0,0,114,42,Campania,156
16800,2021-03-06,Pfizer/BioNTech,80-89,2785,3362,3,1145,2,4996,0,1,2957,3190,Campania,6147
16673,2021-03-06,Moderna,90+,16,71,0,0,31,56,0,0,63,24,Campania,87
16801,2021-03-06,Pfizer/BioNTech,90+,350,488,0,168,3,667,0,0,442,396,Campania,838
16550,2021-03-06,AstraZeneca,16-19,0,2,0,0,0,0,0,2,2,0,Emilia-Romagna,2
16802,2021-03-06,Pfizer/BioNTech,16-19,4,14,18,0,0,0,0,0,11,7,Emilia-Romagna,18
16551,2021-03-06,AstraZeneca,20-29,203,760,24,25,0,0,48,866,963,0,Emilia-Romagna,963
16674,2021-03-06,Moderna,20-29,2,8,3,0,7,0,0,0,10,0,Emilia-Romagna,10
16803,2021-03-06,Pfizer/BioNTech,20-29,99,322,365,56,0,0,0,0,32,389,Emilia-Romagna,421
16552,2021-03-06,AstraZeneca,30-39,481,1421,65,39,0,0,75,1723,1901,1,Emilia-Romagna,1902
16675,2021-03-06,Moderna,30-39,11,3,8,1,4,0,0,1,14,0,Emilia-Romagna,14
16804,2021-03-06,Pfizer/BioNTech,30-39,142,354,397,98,0,0,0,1,52,444,Emilia-Romagna,496
16553,2021-03-06,AstraZeneca,40-49,706,2580,94,75,0,0,164,2953,3285,1,Emilia-Romagna,3286
16676,2021-03-06,Moderna,40-49,10,5,4,2,9,0,0,0,15,0,Emilia-Romagna,15
16805,2021-03-06,Pfizer/BioNTech,40-49,148,468,480,132,0,0,3,1,56,560,Emilia-Romagna,616
16554,2021-03-06,AstraZeneca,50-59,694,2893,64,99,0,0,198,3226,3587,0,Emilia-Romagna,3587
16677,2021-03-06,Moderna,50-59,15,11,8,9,9,0,0,0,26,0,Emilia-Romagna,26
16806,2021-03-06,Pfizer/BioNTech,50-59,162,496,505,142,1,0,8,2,79,579,Emilia-Romagna,658
16555,2021-03-06,AstraZeneca,60-69,329,1212,42,33,0,0,21,1445,1540,1,Emilia-Romagna,1541
16678,2021-03-06,Moderna,60-69,13,10,1,15,7,0,0,0,23,0,Emilia-Romagna,23
16807,2021-03-06,Pfizer/BioNTech,60-69,226,261,394,92,0,0,0,1,47,440,Emilia-Romagna,487
16556,2021-03-06,AstraZeneca,70-79,3,1,1,0,0,0,0,3,4,0,Emilia-Romagna,4
16679,2021-03-06,Moderna,70-79,5,24,3,25,1,0,0,0,27,2,Emilia-Romagna,29
16808,2021-03-06,Pfizer/BioNTech,70-79,140,69,165,44,0,0,0,0,28,181,Emilia-Romagna,209
16680,2021-03-06,Moderna,80-89,83,128,0,23,0,188,0,0,187,24,Emilia-Romagna,211
16809,2021-03-06,Pfizer/BioNTech,80-89,1819,2539,29,34,1,4294,0,0,4330,28,Emilia-Romagna,4358
16681,2021-03-06,Moderna,90+,39,96,0,9,0,126,0,0,111,24,Emilia-Romagna,135
16810,2021-03-06,Pfizer/BioNTech,90+,461,803,2,10,1,1251,0,0,1253,11,Emilia-Romagna,1264
16811,2021-03-06,Pfizer/BioNTech,16-19,1,1,1,1,0,0,0,0,0,2,Friuli-Venezia Giulia,2
16557,2021-03-06,AstraZeneca,20-29,36,131,0,4,0,0,0,163,167,0,Friuli-Venezia Giulia,167
16812,2021-03-06,Pfizer/BioNTech,20-29,22,43,54,11,0,0,0,0,0,65,Friuli-Venezia Giulia,65
16558,2021-03-06,AstraZeneca,30-39,94,167,0,12,0,0,3,246,261,0,Friuli-Venezia Giulia,261
16813,2021-03-06,Pfizer/BioNTech,30-39,21,43,41,23,0,0,0,0,0,64,Friuli-Venezia Giulia,64
16559,2021-03-06,AstraZeneca,40-49,96,294,0,21,0,0,4,365,390,0,Friuli-Venezia Giulia,390
16682,2021-03-06,Moderna,40-49,1,0,0,1,0,0,0,0,1,0,Friuli-Venezia Giulia,1
16814,2021-03-06,Pfizer/BioNTech,40-49,17,59,40,36,0,0,0,0,1,75,Friuli-Venezia Giulia,76
16560,2021-03-06,AstraZeneca,50-59,150,406,2,43,0,0,9,502,556,0,Friuli-Venezia Giulia,556
16815,2021-03-06,Pfizer/BioNTech,50-59,20,59,31,48,0,0,0,0,0,79,Friuli-Venezia Giulia,79
16561,2021-03-06,AstraZeneca,60-69,72,144,0,24,0,0,3,189,216,0,Friuli-Venezia Giulia,216
16816,2021-03-06,Pfizer/BioNTech,60-69,17,17,10,24,0,0,0,0,1,33,Friuli-Venezia Giulia,34
16562,2021-03-06,AstraZeneca,70-79,0,1,0,1,0,0,0,0,1,0,Friuli-Venezia Giulia,1
16817,2021-03-06,Pfizer/BioNTech,70-79,5,2,3,4,0,0,0,0,0,7,Friuli-Venezia Giulia,7
16683,2021-03-06,Moderna,80-89,65,91,0,0,0,156,0,0,156,0,Friuli-Venezia Giulia,156
16818,2021-03-06,Pfizer/BioNTech,80-89,504,668,0,3,0,1169,0,0,1172,0,Friuli-Venezia Giulia,1172
16684,2021-03-06,Moderna,90+,10,14,0,0,0,24,0,0,24,0,Friuli-Venezia Giulia,24
16819,2021-03-06,Pfizer/BioNTech,90+,61,155,0,3,1,212,0,0,215,1,Friuli-Venezia Giulia,216
16563,2021-03-06,AstraZeneca,16-19,0,1,0,0,0,0,1,0,1,0,Lazio,1
16820,2021-03-06,Pfizer/BioNTech,16-19,6,7,4,9,0,0,0,0,9,4,Lazio,13
16564,2021-03-06,AstraZeneca,20-29,143,322,49,51,0,0,76,289,465,0,Lazio,465
16821,2021-03-06,Pfizer/BioNTech,20-29,106,169,227,37,11,0,0,0,167,108,Lazio,275
16565,2021-03-06,AstraZeneca,30-39,321,669,50,125,0,0,122,693,990,0,Lazio,990
16685,2021-03-06,Moderna,30-39,0,1,0,1,0,0,0,0,1,0,Lazio,1
16822,2021-03-06,Pfizer/BioNTech,30-39,116,202,231,65,19,0,1,2,195,123,Lazio,318
16566,2021-03-06,AstraZeneca,40-49,420,1012,47,73,0,0,244,1068,1432,0,Lazio,1432
16686,2021-03-06,Moderna,40-49,0,1,0,1,0,0,0,0,1,0,Lazio,1
16823,2021-03-06,Pfizer/BioNTech,40-49,116,209,169,138,17,0,1,0,192,133,Lazio,325
16567,2021-03-06,AstraZeneca,50-59,592,1208,57,65,0,0,436,1242,1800,0,Lazio,1800
16687,2021-03-06,Moderna,50-59,1,1,0,1,0,0,1,0,2,0,Lazio,2
16824,2021-03-06,Pfizer/BioNTech,50-59,187,263,222,196,24,0,3,5,287,163,Lazio,450
16568,2021-03-06,AstraZeneca,60-69,1088,1482,2070,31,0,0,43,426,2570,0,Lazio,2570
16688,2021-03-06,Moderna,60-69,3,0,0,1,0,0,2,0,3,0,Lazio,3
16825,2021-03-06,Pfizer/BioNTech,60-69,290,282,311,206,17,0,1,37,354,218,Lazio,572
16569,2021-03-06,AstraZeneca,70-79,1,1,2,0,0,0,0,0,2,0,Lazio,2
16689,2021-03-06,Moderna,70-79,5,4,0,6,0,0,0,3,9,0,Lazio,9
16826,2021-03-06,Pfizer/BioNTech,70-79,317,179,176,282,31,0,0,7,305,191,Lazio,496
16690,2021-03-06,Moderna,80-89,259,383,0,8,0,634,0,0,642,0,Lazio,642
16827,2021-03-06,Pfizer/BioNTech,80-89,2443,3748,21,59,104,6006,1,0,3479,2712,Lazio,6191
16691,2021-03-06,Moderna,90+,37,73,0,1,0,109,0,0,109,1,Lazio,110
16828,2021-03-06,Pfizer/BioNTech,90+,427,813,15,7,104,1114,0,0,640,600,Lazio,1240
16570,2021-03-06,AstraZeneca,16-19,2,2,0,4,0,0,0,0,4,0,Liguria,4
16829,2021-03-06,Pfizer/BioNTech,16-19,8,8,5,0,11,0,0,0,3,13,Liguria,16
16571,2021-03-06,AstraZeneca,20-29,86,39,13,75,0,0,37,0,125,0,Liguria,125
16830,2021-03-06,Pfizer/BioNTech,20-29,25,34,38,11,10,0,0,0,4,55,Liguria,59
16572,2021-03-06,AstraZeneca,30-39,147,54,29,113,0,0,59,0,201,0,Liguria,201
16831,2021-03-06,Pfizer/BioNTech,30-39,30,38,54,8,6,0,0,0,8,60,Liguria,68
16573,2021-03-06,AstraZeneca,40-49,221,70,33,165,0,0,93,0,291,0,Liguria,291
16832,2021-03-06,Pfizer/BioNTech,40-49,36,52,53,20,15,0,0,0,8,80,Liguria,88
16574,2021-03-06,AstraZeneca,50-59,399,123,21,257,0,0,244,0,522,0,Liguria,522
16833,2021-03-06,Pfizer/BioNTech,50-59,60,51,66,22,23,0,0,0,9,102,Liguria,111
16575,2021-03-06,AstraZeneca,60-69,63,50,0,74,0,0,39,0,113,0,Liguria,113
16834,2021-03-06,Pfizer/BioNTech,60-69,50,37,44,22,21,0,0,0,5,82,Liguria,87
16835,2021-03-06,Pfizer/BioNTech,70-79,26,13,15,14,10,0,0,0,0,39,Liguria,39
16692,2021-03-06,Moderna,80-89,7,17,0,0,0,24,0,0,24,0,Liguria,24
16836,2021-03-06,Pfizer/BioNTech,80-89,574,690,2,3,9,1250,0,0,1046,218,Liguria,1264
16693,2021-03-06,Moderna,90+,4,5,0,0,0,9,0,0,9,0,Liguria,9
16837,2021-03-06,Pfizer/BioNTech,90+,80,142,0,0,15,207,0,0,166,56,Liguria,222
16576,2021-03-06,AstraZeneca,16-19,1,0,1,0,0,0,0,0,1,0,Lombardia,1
16838,2021-03-06,Pfizer/BioNTech,16-19,11,7,8,3,7,0,0,0,10,8,Lombardia,18
16577,2021-03-06,AstraZeneca,20-29,310,315,185,105,4,0,160,171,625,0,Lombardia,625
16694,2021-03-06,Moderna,20-29,2,9,9,2,0,0,0,0,2,9,Lombardia,11
16839,2021-03-06,Pfizer/BioNTech,20-29,348,655,875,117,9,0,1,1,154,849,Lombardia,1003
16578,2021-03-06,AstraZeneca,30-39,433,427,198,159,8,0,256,239,860,0,Lombardia,860
16695,2021-03-06,Moderna,30-39,9,15,15,7,0,0,2,0,8,16,Lombardia,24
16840,2021-03-06,Pfizer/BioNTech,30-39,225,364,413,158,16,0,2,0,135,454,Lombardia,589
16579,2021-03-06,AstraZeneca,40-49,460,512,222,176,2,0,264,308,972,0,Lombardia,972
16696,2021-03-06,Moderna,40-49,17,28,27,16,0,0,2,0,7,38,Lombardia,45
16841,2021-03-06,Pfizer/BioNTech,40-49,261,486,469,252,22,0,4,0,182,565,Lombardia,747
16580,2021-03-06,AstraZeneca,50-59,866,931,234,804,7,0,279,473,1797,0,Lombardia,1797
16697,2021-03-06,Moderna,50-59,13,55,47,20,0,0,1,0,5,63,Lombardia,68
16842,2021-03-06,Pfizer/BioNTech,50-59,440,665,640,422,37,0,5,1,185,920,Lombardia,1105
16581,2021-03-06,AstraZeneca,60-69,630,691,125,1004,5,0,34,153,1321,0,Lombardia,1321
16698,2021-03-06,Moderna,60-69,425,513,12,926,0,0,0,0,916,22,Lombardia,938
16843,2021-03-06,Pfizer/BioNTech,60-69,538,506,805,200,37,0,1,1,153,891,Lombardia,1044
16582,2021-03-06,AstraZeneca,70-79,1,0,0,1,0,0,0,0,1,0,Lombardia,1
16699,2021-03-06,Moderna,70-79,530,646,2,1168,6,0,0,0,1169,7,Lombardia,1176
16844,2021-03-06,Pfizer/BioNTech,70-79,372,198,379,157,34,0,0,0,185,385,Lombardia,570
16700,2021-03-06,Moderna,80-89,32,68,0,0,36,64,0,0,66,34,Lombardia,100
16845,2021-03-06,Pfizer/BioNTech,80-89,2190,3269,42,91,93,5233,0,0,5327,132,Lombardia,5459
16701,2021-03-06,Moderna,90+,6,36,0,0,29,13,0,0,12,30,Lombardia,42
16846,2021-03-06,Pfizer/BioNTech,90+,718,1546,8,99,86,2071,0,0,2182,82,Lombardia,2264
16702,2021-03-06,Moderna,16-19,0,2,0,2,0,0,0,0,2,0,Marche,2
16847,2021-03-06,Pfizer/BioNTech,16-19,4,3,6,1,0,0,0,0,0,7,Marche,7
16583,2021-03-06,AstraZeneca,20-29,51,62,6,14,0,0,39,54,112,1,Marche,113
16703,2021-03-06,Moderna,20-29,7,5,6,6,0,0,0,0,9,3,Marche,12
16848,2021-03-06,Pfizer/BioNTech,20-29,105,202,284,23,0,0,0,0,3,304,Marche,307
16584,2021-03-06,AstraZeneca,30-39,150,121,8,60,0,0,75,128,270,1,Marche,271
16704,2021-03-06,Moderna,30-39,11,11,9,13,0,0,0,0,12,10,Marche,22
16849,2021-03-06,Pfizer/BioNTech,30-39,72,100,125,41,0,0,1,5,11,161,Marche,172
16585,2021-03-06,AstraZeneca,40-49,245,252,16,72,0,0,163,246,497,0,Marche,497
16705,2021-03-06,Moderna,40-49,12,41,16,35,0,0,1,1,34,19,Marche,53
16850,2021-03-06,Pfizer/BioNTech,40-49,91,138,157,63,0,0,3,6,19,210,Marche,229
16586,2021-03-06,AstraZeneca,50-59,391,269,11,109,0,0,306,234,660,0,Marche,660
16706,2021-03-06,Moderna,50-59,26,34,11,44,2,0,2,1,45,15,Marche,60
16851,2021-03-06,Pfizer/BioNTech,50-59,120,134,142,84,0,0,17,11,35,219,Marche,254
16587,2021-03-06,AstraZeneca,60-69,60,70,8,27,0,0,36,59,129,1,Marche,130
16707,2021-03-06,Moderna,60-69,49,39,10,66,11,0,1,0,78,10,Marche,88
16852,2021-03-06,Pfizer/BioNTech,60-69,89,81,102,63,0,0,4,1,16,154,Marche,170
16708,2021-03-06,Moderna,70-79,46,42,0,70,18,0,0,0,77,11,Marche,88
16853,2021-03-06,Pfizer/BioNTech,70-79,51,10,49,11,0,0,0,1,4,57,Marche,61
16709,2021-03-06,Moderna,80-89,146,220,0,19,53,294,0,0,334,32,Marche,366
16854,2021-03-06,Pfizer/BioNTech,80-89,783,1003,7,5,1,1773,0,0,1764,22,Marche,1786
16710,2021-03-06,Moderna,90+,31,69,0,3,38,59,0,0,77,23,Marche,100
16855,2021-03-06,Pfizer/BioNTech,90+,100,177,0,0,2,274,1,0,269,8,Marche,277
16588,2021-03-06,AstraZeneca,20-29,7,2,0,0,0,0,9,0,9,0,Molise,9
16856,2021-03-06,Pfizer/BioNTech,20-29,2,2,3,1,0,0,0,0,0,4,Molise,4
16589,2021-03-06,AstraZeneca,30-39,14,2,0,0,0,0,16,0,16,0,Molise,16
16857,2021-03-06,Pfizer/BioNTech,30-39,6,13,15,4,0,0,0,0,1,18,Molise,19
16590,2021-03-06,AstraZeneca,40-49,36,5,1,0,0,0,40,0,41,0,Molise,41
16858,2021-03-06,Pfizer/BioNTech,40-49,7,12,16,3,0,0,0,0,3,16,Molise,19
16591,2021-03-06,AstraZeneca,50-59,54,22,0,0,0,0,76,0,76,0,Molise,76
16859,2021-03-06,Pfizer/BioNTech,50-59,13,8,15,5,0,0,1,0,5,16,Molise,21
16592,2021-03-06,AstraZeneca,60-69,4,7,0,1,0,0,10,0,11,0,Molise,11
16860,2021-03-06,Pfizer/BioNTech,60-69,43,39,75,7,0,0,0,0,9,73,Molise,82
16861,2021-03-06,Pfizer/BioNTech,70-79,28,7,31,4,0,0,0,0,4,31,Molise,35
16593,2021-03-06,AstraZeneca,80-89,0,2,0,2,0,0,0,0,2,0,Molise,2
16862,2021-03-06,Pfizer/BioNTech,80-89,572,761,0,1328,0,5,0,0,1333,0,Molise,1333
16863,2021-03-06,Pfizer/BioNTech,90+,21,39,0,60,0,0,0,0,59,1,Molise,60
16881,2021-03-06,Pfizer/BioNTech,16-19,3,2,5,0,0,0,0,0,0,5,Piemonte,5
16607,2021-03-06,AstraZeneca,20-29,76,164,0,32,0,0,0,208,240,0,Piemonte,240
16717,2021-03-06,Moderna,20-29,1,0,0,1,0,0,0,0,1,0,Piemonte,1
16882,2021-03-06,Pfizer/BioNTech,20-29,188,390,484,69,0,0,0,25,120,458,Piemonte,578
16608,2021-03-06,AstraZeneca,30-39,134,271,0,59,0,0,0,346,405,0,Piemonte,405
16883,2021-03-06,Pfizer/BioNTech,30-39,179,370,401,138,1,0,0,9,148,401,Piemonte,549
16609,2021-03-06,AstraZeneca,40-49,232,629,0,82,0,0,0,779,861,0,Piemonte,861
16718,2021-03-06,Moderna,40-49,2,2,0,3,0,0,0,1,4,0,Piemonte,4
16884,2021-03-06,Pfizer/BioNTech,40-49,182,455,430,194,1,0,0,12,182,455,Piemonte,637
16610,2021-03-06,AstraZeneca,50-59,284,884,0,111,0,0,0,1057,1164,4,Piemonte,1168
16719,2021-03-06,Moderna,50-59,0,1,0,0,0,0,0,1,1,0,Piemonte,1
16885,2021-03-06,Pfizer/BioNTech,50-59,188,519,490,194,7,0,0,16,191,516,Piemonte,707
16611,2021-03-06,AstraZeneca,60-69,84,187,0,39,0,0,0,232,271,0,Piemonte,271
16720,2021-03-06,Moderna,60-69,0,3,0,2,0,0,0,1,3,0,Piemonte,3
16886,2021-03-06,Pfizer/BioNTech,60-69,226,239,313,125,22,0,0,5,98,367,Piemonte,465
16721,2021-03-06,Moderna,70-79,2,1,1,2,0,0,0,0,3,0,Piemonte,3
16887,2021-03-06,Pfizer/BioNTech,70-79,140,112,122,65,65,0,0,0,37,215,Piemonte,252
16722,2021-03-06,Moderna,80-89,326,385,0,0,0,711,0,0,711,0,Piemonte,711
16888,2021-03-06,Pfizer/BioNTech,80-89,2595,3422,14,4,206,5793,0,0,5800,217,Piemonte,6017
16723,2021-03-06,Moderna,90+,35,55,0,0,0,90,0,0,90,0,Piemonte,90
16889,2021-03-06,Pfizer/BioNTech,90+,318,667,0,0,153,832,0,0,840,145,Piemonte,985
16594,2021-03-06,AstraZeneca,16-19,7,0,0,7,0,0,0,0,7,0,Provincia Autonoma Bolzano / Bozen,7
16864,2021-03-06,Pfizer/BioNTech,16-19,7,5,10,2,0,0,0,0,12,0,Provincia Autonoma Bolzano / Bozen,12
16595,2021-03-06,AstraZeneca,20-29,131,58,9,104,0,0,32,44,189,0,Provincia Autonoma Bolzano / Bozen,189
16711,2021-03-06,Moderna,20-29,0,1,1,0,0,0,0,0,1,0,Provincia Autonoma Bolzano / Bozen,1
16865,2021-03-06,Pfizer/BioNTech,20-29,55,70,116,9,0,0,0,0,114,11,Provincia Autonoma Bolzano / Bozen,125
16596,2021-03-06,AstraZeneca,30-39,201,98,22,133,0,0,43,101,299,0,Provincia Autonoma Bolzano / Bozen,299
16866,2021-03-06,Pfizer/BioNTech,30-39,42,52,77,17,0,0,0,0,80,14,Provincia Autonoma Bolzano / Bozen,94
16597,2021-03-06,AstraZeneca,40-49,264,87,17,180,0,0,66,88,351,0,Provincia Autonoma Bolzano / Bozen,351
16712,2021-03-06,Moderna,40-49,2,0,1,1,0,0,0,0,2,0,Provincia Autonoma Bolzano / Bozen,2
16867,2021-03-06,Pfizer/BioNTech,40-49,42,57,65,29,2,0,0,3,76,23,Provincia Autonoma Bolzano / Bozen,99
16598,2021-03-06,AstraZeneca,50-59,290,112,15,173,2,0,105,107,402,0,Provincia Autonoma Bolzano / Bozen,402
16713,2021-03-06,Moderna,50-59,1,0,0,1,0,0,0,0,1,0,Provincia Autonoma Bolzano / Bozen,1
16868,2021-03-06,Pfizer/BioNTech,50-59,51,69,80,37,1,0,1,1,92,28,Provincia Autonoma Bolzano / Bozen,120
16599,2021-03-06,AstraZeneca,60-69,126,25,9,96,0,0,9,37,151,0,Provincia Autonoma Bolzano / Bozen,151
16869,2021-03-06,Pfizer/BioNTech,60-69,43,40,48,33,2,0,0,0,73,10,Provincia Autonoma Bolzano / Bozen,83
16714,2021-03-06,Moderna,70-79,0,1,0,1,0,0,0,0,1,0,Provincia Autonoma Bolzano / Bozen,1
16870,2021-03-06,Pfizer/BioNTech,70-79,23,17,8,32,0,0,0,0,35,5,Provincia Autonoma Bolzano / Bozen,40
16715,2021-03-06,Moderna,80-89,75,97,0,0,0,172,0,0,172,0,Provincia Autonoma Bolzano / Bozen,172
16871,2021-03-06,Pfizer/BioNTech,80-89,603,827,0,13,0,1417,0,0,1330,100,Provincia Autonoma Bolzano / Bozen,1430
16716,2021-03-06,Moderna,90+,10,22,0,1,0,31,0,0,32,0,Provincia Autonoma Bolzano / Bozen,32
16872,2021-03-06,Pfizer/BioNTech,90+,96,239,0,2,0,333,0,0,314,21,Provincia Autonoma Bolzano / Bozen,335
16600,2021-03-06,AstraZeneca,16-19,0,2,2,0,0,0,0,0,2,0,Provincia Autonoma Trento,2
16601,2021-03-06,AstraZeneca,20-29,9,20,12,0,0,0,0,17,29,0,Provincia Autonoma Trento,29
16873,2021-03-06,Pfizer/BioNTech,20-29,21,33,52,2,0,0,0,0,54,0,Provincia Autonoma Trento,54
16602,2021-03-06,AstraZeneca,30-39,18,36,22,3,0,0,1,28,54,0,Provincia Autonoma Trento,54
16874,2021-03-06,Pfizer/BioNTech,30-39,31,52,83,0,0,0,0,0,82,1,Provincia Autonoma Trento,83
16603,2021-03-06,AstraZeneca,40-49,32,70,35,4,0,0,2,61,102,0,Provincia Autonoma Trento,102
16875,2021-03-06,Pfizer/BioNTech,40-49,14,21,35,0,0,0,0,0,35,0,Provincia Autonoma Trento,35
